,Date,Adj Close,Close,High,Low,Open,Volume,Ticker,Return,SMA20,MiddleBand,UpperBand,LowerBand,Signal,Strategy Return,Equity Curve,Buy,Sell,Trx Return,Sell Date,Sell Close,Win Loss
12387,2022-01-28,2431.466064453125,3260.0,3320.0,3160.0,3200.0,2303000,MLPT.JK,0.003076923076922977,3463.0,,,,0,,,False,False,,,,None
12388,2022-01-31,2431.466064453125,3260.0,3260.0,3210.0,3260.0,37900,MLPT.JK,0.0,3421.0,,,,0,0.0,1.0,False,False,,,,None
12389,2022-02-02,2498.592041015625,3350.0,3350.0,3230.0,3260.0,918700,MLPT.JK,0.027607361963190247,3397.5,,,,0,0.0,1.0,False,False,,,,None
12390,2022-02-03,2498.592041015625,3350.0,3420.0,3250.0,3350.0,376600,MLPT.JK,0.0,3372.0,,,,0,0.0,1.0,False,False,,,,None
12391,2022-02-04,2446.382568359375,3280.0,3360.0,3280.0,3350.0,618300,MLPT.JK,-0.020895522388059695,3345.0,,,,0,-0.0,1.0,False,False,,,,None
12392,2022-02-07,2535.884765625,3400.0,3400.0,3250.0,3280.0,125600,MLPT.JK,0.03658536585365857,3325.0,,,,0,0.0,1.0,False,False,,,,None
12393,2022-02-08,2438.92431640625,3270.0,3420.0,3240.0,3390.0,414300,MLPT.JK,-0.038235294117647034,3309.0,,,,0,-0.0,1.0,False,False,,,,None
12394,2022-02-09,2424.00732421875,3250.0,3320.0,3250.0,3280.0,1446100,MLPT.JK,-0.006116207951070374,3299.0,,,,0,-0.0,1.0,False,False,,,,None
12395,2022-02-10,2826.765625,3790.0,4060.0,3250.0,3250.0,15467600,MLPT.JK,0.1661538461538461,3318.0,,,,0,0.0,1.0,False,False,,,,None
12396,2022-02-11,2722.346923828125,3650.0,3800.0,3530.0,3790.0,10201100,MLPT.JK,-0.03693931398416883,3332.0,,,,0,-0.0,1.0,False,False,,,,None
12397,2022-02-14,2565.71875,3440.0,3650.0,3410.0,3650.0,189200,MLPT.JK,-0.05753424657534245,3335.0,,,,0,-0.0,1.0,False,False,,,,None
12398,2022-02-15,2513.50927734375,3370.0,3440.0,3360.0,3440.0,64900,MLPT.JK,-0.02034883720930236,3337.5,,,,0,-0.0,1.0,False,False,,,,None
12399,2022-02-16,2632.844970703125,3530.0,3600.0,3370.0,3370.0,189500,MLPT.JK,0.04747774480712175,3349.0,,,,0,0.0,1.0,False,False,,,,None
12400,2022-02-17,2550.8017578125,3420.0,3590.0,3400.0,3530.0,90400,MLPT.JK,-0.031161473087818692,3355.0,,,,0,-0.0,1.0,False,False,,,,None
12401,2022-02-18,2565.71875,3440.0,3540.0,3370.0,3420.0,79400,MLPT.JK,0.005847953216374213,3367.5,,,,0,0.0,1.0,False,False,,,,None
12402,2022-02-21,2983.3935546875,4000.0,4000.0,3390.0,3440.0,3661300,MLPT.JK,0.16279069767441867,3405.0,,,,0,0.0,1.0,False,False,,,,None
12403,2022-02-22,2946.1015625,3950.0,4020.0,3850.0,3980.0,5611800,MLPT.JK,-0.012499999999999956,3440.5,,,,0,-0.0,1.0,False,False,,,,None
12404,2022-02-23,2983.3935546875,4000.0,4050.0,3910.0,3910.0,4076400,MLPT.JK,0.012658227848101333,3475.5,,,,0,0.0,1.0,False,False,,,,None
12405,2022-02-24,2983.3935546875,4000.0,4050.0,3720.0,4000.0,1173700,MLPT.JK,0.0,3513.0,,,,0,0.0,1.0,False,False,,,,None
12406,2022-02-25,2946.1015625,3950.0,3990.0,3810.0,3990.0,509300,MLPT.JK,-0.012499999999999956,3548.0,3548.0,4124.9100997190935,2971.0899002809065,0,-0.0,1.0,False,False,,,,None
12407,2022-03-01,2946.1015625,3950.0,3970.0,3780.0,3950.0,417700,MLPT.JK,0.0,3582.5,3582.5,4169.3336086238805,2995.6663913761195,0,0.0,1.0,False,False,,,,None
12408,2022-03-02,2744.72216796875,3680.0,3930.0,3680.0,3930.0,147900,MLPT.JK,-0.06835443037974687,3603.5,3603.5,4171.498332095402,3035.501667904599,0,-0.0,1.0,False,False,,,,None
12409,2022-03-04,2729.805419921875,3660.0,3670.0,3440.0,3670.0,722600,MLPT.JK,-0.005434782608695676,3619.0,3619.0,4174.656084471794,3063.3439155282053,0,-0.0,1.0,False,False,,,,None
12410,2022-03-07,2543.34326171875,3410.0,3610.0,3410.0,3610.0,319200,MLPT.JK,-0.06830601092896171,3622.0,3622.0,4172.161698718515,3071.838301281485,0,-0.0,1.0,False,False,,,,None
12411,2022-03-08,2640.30322265625,3540.0,3540.0,3300.0,3350.0,516200,MLPT.JK,0.038123167155425186,3635.0,3635.0,4162.975278528116,3107.024721471884,0,0.0,1.0,False,False,,,,None
12412,2022-03-09,2610.4697265625,3500.0,3500.0,3340.0,3480.0,320200,MLPT.JK,-0.011299435028248594,3640.0,3640.0,4160.44515358944,3119.554846410559,0,-0.0,1.0,False,False,,,,None
12413,2022-03-10,2513.50927734375,3370.0,3500.0,3370.0,3480.0,2269100,MLPT.JK,-0.037142857142857144,3645.0,3645.0,4152.2319100040095,3137.7680899959905,0,-0.0,1.0,False,False,,,,None
12414,2022-03-11,2535.884765625,3400.0,3470.0,3360.0,3360.0,1444600,MLPT.JK,0.008902077151335286,3652.5,3652.5,4139.158855981542,3165.841144018458,0,0.0,1.0,False,False,,,,None
12415,2022-03-14,2625.38623046875,3520.0,3630.0,3400.0,3400.0,3923100,MLPT.JK,0.03529411764705892,3639.0,3639.0,4124.577247364304,3153.422752635696,0,0.0,1.0,False,False,,,,None
12416,2022-03-15,2759.63916015625,3700.0,3700.0,3440.0,3530.0,930000,MLPT.JK,0.051136363636363535,3641.5,3641.5,4127.829972452103,3155.1700275478975,0,0.0,1.0,False,False,,,,None
12417,2022-03-16,2640.30322265625,3540.0,3720.0,3500.0,3690.0,515000,MLPT.JK,-0.043243243243243246,3646.5,3646.5,4126.117171897491,3166.8828281025094,0,-0.0,1.0,False,False,,,,None
12418,2022-03-17,2595.552490234375,3480.0,3580.0,3420.0,3580.0,454500,MLPT.JK,-0.016949152542372836,3652.0,3652.0,4120.664395692134,3183.3356043078657,0,-0.0,1.0,False,False,,,,None
12419,2022-03-18,2595.552490234375,3480.0,3700.0,3420.0,3480.0,1628500,MLPT.JK,0.0,3649.5,3649.5,4121.426622307012,3177.5733776929883,0,0.0,1.0,False,False,,,,None
12420,2022-03-21,2603.010986328125,3490.0,3560.0,3450.0,3480.0,1559900,MLPT.JK,0.002873563218390718,3653.0,3653.0,4118.758012615767,3187.2419873842327,0,0.0,1.0,False,False,,,,None
12421,2022-03-22,2565.71875,3440.0,3540.0,3440.0,3480.0,956100,MLPT.JK,-0.014326647564469885,3653.0,3653.0,4118.758012615767,3187.2419873842327,0,-0.0,1.0,False,False,,,,None
12422,2022-03-23,2573.177001953125,3450.0,3500.0,3440.0,3440.0,46600,MLPT.JK,0.0029069767441860517,3625.5,3625.5,4069.4286334299095,3181.5713665700905,0,0.0,1.0,False,False,,,,None
12423,2022-03-24,2550.8017578125,3420.0,3460.0,3420.0,3450.0,27700,MLPT.JK,-0.008695652173912993,3599.0,3599.0,4024.250390636907,3173.749609363093,0,-0.0,1.0,False,False,,,,None
12424,2022-03-25,2573.177001953125,3450.0,3480.0,3420.0,3450.0,39600,MLPT.JK,0.00877192982456143,3571.5,3571.5,3956.824197062818,3186.175802937182,0,0.0,1.0,False,False,,,,None
12425,2022-03-28,2610.4697265625,3500.0,3500.0,3400.0,3440.0,417600,MLPT.JK,0.01449275362318847,3546.5,3546.5,3875.535272465302,3217.464727534698,0,0.0,1.0,False,False,,,,None
12426,2022-03-29,2543.34326171875,3410.0,3510.0,3410.0,3500.0,381400,MLPT.JK,-0.02571428571428569,3519.5,3519.5,3793.070927972215,3245.929072027785,0,-0.0,1.0,False,False,,,,None
12427,2022-03-30,2543.34326171875,3410.0,3440.0,3400.0,3440.0,49700,MLPT.JK,0.0,3492.5,3492.5,3680.326907998883,3304.673092001117,0,0.0,1.0,False,False,,,,None
12428,2022-03-31,2535.884765625,3400.0,3420.0,3390.0,3410.0,9700,MLPT.JK,-0.0029325513196480912,3478.5,3478.5,3648.3637224675304,3308.6362775324696,0,-0.0,1.0,False,False,,,,None
12429,2022-04-01,2520.968017578125,3380.0,3440.0,3310.0,3400.0,328800,MLPT.JK,-0.00588235294117645,3464.5,3464.5,3616.6045346913893,3312.3954653086107,0,-0.0,1.0,False,False,,,,None
12430,2022-04-04,2535.884765625,3400.0,3440.0,3380.0,3380.0,75400,MLPT.JK,0.00591715976331364,3464.0,3464.0,3616.922408946153,3311.077591053847,0,0.0,1.0,False,False,,,,None
12431,2022-04-05,2520.968017578125,3380.0,3440.0,3380.0,3440.0,344500,MLPT.JK,-0.00588235294117645,3456.0,3456.0,3608.922408946153,3303.077591053847,0,-0.0,1.0,False,False,,,,None
12432,2022-04-06,2520.968017578125,3380.0,3480.0,3380.0,3380.0,137300,MLPT.JK,0.0,3450.0,3450.0,3605.0551684503216,3294.9448315496784,0,0.0,1.0,False,False,,,,None
12433,2022-04-07,2498.592041015625,3350.0,3430.0,3320.0,3380.0,1095000,MLPT.JK,-0.00887573964497046,3449.0,3449.0,3606.4667884783453,3291.5332115216547,0,-0.0,1.0,False,False,,,,None
12434,2022-04-08,2491.133544921875,3340.0,3430.0,3340.0,3420.0,147900,MLPT.JK,-0.0029850746268657025,3446.0,3446.0,3609.5655349104027,3282.4344650895973,0,-0.0,1.0,False,False,,,,None
12435,2022-04-11,2565.71875,3440.0,3440.0,3170.0,3400.0,177000,MLPT.JK,0.029940119760478945,3442.0,3442.0,3601.8156833091757,3282.1843166908243,0,0.0,1.0,False,False,,,,None
12436,2022-04-12,2468.758056640625,3310.0,3390.0,3310.0,3380.0,125600,MLPT.JK,-0.03779069767441856,3422.5,3422.5,3539.0964701099697,3305.9035298900303,0,-0.0,1.0,False,False,,,,None
12437,2022-04-13,2476.216552734375,3320.0,3390.0,3280.0,3320.0,346000,MLPT.JK,0.0030211480362538623,3411.5,3411.5,3522.812741030797,3300.187258969203,0,0.0,1.0,False,False,,,,None
12438,2022-04-14,2506.050537109375,3360.0,3390.0,3270.0,3330.0,38400,MLPT.JK,0.012048192771084265,3405.5,3405.5,3514.171402329271,3296.828597670729,0,0.0,1.0,False,False,,,,None
12439,2022-04-18,2476.216552734375,3320.0,3420.0,3300.0,3360.0,22500,MLPT.JK,-0.011904761904761862,3397.5,3397.5,3506.6353577709315,3288.3646422290685,0,-0.0,1.0,False,False,,,,None
12440,2022-04-19,2446.382568359375,3280.0,3320.0,3270.0,3320.0,15700,MLPT.JK,-0.012048192771084376,3387.0,3387.0,3499.033829477387,3274.966170522613,0,-0.0,1.0,False,False,,,,None
12441,2022-04-20,2438.92431640625,3270.0,3280.0,3260.0,3280.0,20100,MLPT.JK,-0.0030487804878048808,3378.5,3378.5,3499.0731924469196,3257.9268075530804,0,-0.0,1.0,False,False,,,,None
12442,2022-04-21,2424.00732421875,3250.0,3330.0,3250.0,3270.0,639300,MLPT.JK,-0.006116207951070374,3368.5,3368.5,3497.0178668717426,3239.9821331282574,0,-0.0,1.0,False,False,,,,None
12443,2022-04-22,2401.6318359375,3220.0,3260.0,3220.0,3260.0,12200,MLPT.JK,-0.009230769230769265,3358.5,3358.5,3500.5563268566375,3216.4436731433625,0,-0.0,1.0,False,False,,,,None
12444,2022-04-25,2409.09033203125,3230.0,3230.0,3200.0,3220.0,44700,MLPT.JK,0.0031055900621117516,3347.5,3347.5,3493.7334111149553,3201.2665888850447,0,0.0,1.0,False,False,,,,None
12445,2022-04-26,2334.505615234375,3130.0,3230.0,3130.0,3230.0,29300,MLPT.JK,-0.03095975232198145,3329.0,3329.0,3487.1338540271295,3170.8661459728705,1,-0.0,1.0,True,False,0.009584664536740783,2022-06-07,3160.0,Win
12446,2022-04-27,2349.422607421875,3150.0,3250.0,3130.0,3130.0,18000,MLPT.JK,0.006389776357827559,3316.0,3316.0,3488.217732444777,3143.782267555223,1,0.006389776357827559,1.0063897763578276,False,False,,,,None
